#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resource Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: http://www.wcc.nrcs.usda.gov/report_generator/report_generator_landing.htm
# 
# Support Contact: nrcsprod@midatl.service-now.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: Period of Record
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 1174: Fairbanks F.O., AK
# 
# Data items provided in this file:
#
# Element Name             Value Type  Function Type  Function Duration  Base Data  Measurement Units   Sensor Depth  Element Code  Description                                              
# Air Temperature Minimum  Value       None           Day                N/A        Degrees fahrenheit  N/A           TMIN          Minimum air temperature - sub-hourly sampling frequency  
# Air Temperature Maximum  Value       None           Day                N/A        Degrees fahrenheit  N/A           TMAX          Maximum air temperature - sub-hourly sampling frequency  
# Air Temperature Average  Value       None           Day                N/A        Degrees fahrenheit  N/A           TAVG          Average air temperature - sub-hourly sampling frequency  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Fairbanks F.o. (1174) 
# Alaska  SNOTEL Site - 450 ft
# Reporting Frequency: Daily; Date Range: Period of Record
#
# As of: Feb 21, 2019 7:57:21 PM GMT-08:00
#
Water Year,Day,Oct,Oct,Oct,Nov,Nov,Nov,Dec,Dec,Dec,Jan,Jan,Jan,Feb,Feb,Feb,Mar,Mar,Mar,Apr,Apr,Apr,May,May,May,Jun,Jun,Jun,Jul,Jul,Jul,Aug,Aug,Aug,Sep,Sep,Sep
1992,05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992,06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992,07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992,08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992,09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,64,55,43,57,50
2001,02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,54,50,43,57,52
2001,03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,61,50,41,63,50
2001,04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,54,46,39,59,48
2001,05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,66,55,36,55,46
2001,06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,70,55,34,52,43
2001,07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,70,57,34,50,43
2001,08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,68,57,36,55,45
2001,09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,63,55,36,61,46
2001,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,59,54,36,61,46
2001,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,66,63,52,57,54,34,63,46
2001,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,70,59,48,68,57,32,61,46
2001,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,64,57,52,55,54,34,59,45
2001,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,75,63,52,63,57,36,61,45
2001,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,77,63,45,61,55,32,63,45
2001,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,63,59,39,64,54,32,61,45
2001,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,72,61,48,57,52,36,57,45
2001,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,79,66,48,64,55,32,55,41
2001,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,73,63,46,72,59,34,59,45
2001,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,75,64,43,66,55,32,59,45
2001,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,77,64,37,61,50,30,55,41
2001,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,66,59,41,57,50,32,57,43
2001,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,68,61,46,64,54,28,57,39
2001,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,70,61,46,61,54,30,48,37
2001,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,66,57,39,66,52,32,55,41
2001,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,63,55,39,63,52,32,55,41
2001,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,57,52,39,70,55,27,55,37
2001,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,59,54,46,68,57,27,48,34
2001,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,59,55,39,66,52,28,36,32
2001,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,63,55,41,61,52,30,45,36
2001,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,68,57,36,63,50,,,
2002,01,30,43,36,14,21,18,-29,-26,-27,-8,5,0,,,,,,,-6,32,12,30,39,34,43,64,52,48,55,52,45,77,63,37,57,46
