#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resource Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: http://www.wcc.nrcs.usda.gov/report_generator/report_generator_landing.htm
# 
# Support Contact: nrcsprod@midatl.service-now.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: Period of Record
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 948: Mt. Ryan, AK
# 
# Data items provided in this file:
#
# Element Name             Value Type  Function Type  Function Duration  Base Data  Measurement Units   Sensor Depth  Element Code  Description                                              
# Air Temperature Minimum  Value       None           Day                N/A        Degrees fahrenheit  N/A           TMIN          Minimum air temperature - sub-hourly sampling frequency  
# Air Temperature Maximum  Value       None           Day                N/A        Degrees fahrenheit  N/A           TMAX          Maximum air temperature - sub-hourly sampling frequency  
# Air Temperature Average  Value       None           Day                N/A        Degrees fahrenheit  N/A           TAVG          Average air temperature - sub-hourly sampling frequency  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Mt. Ryan (948) 
# Alaska  SNOTEL Site - 2800 ft
# Reporting Frequency: Daily; Date Range: Period of Record
#
# As of: Feb 21, 2019 7:57:31 PM GMT-08:00
#
Water Year,Day,Oct,Oct,Oct,Nov,Nov,Nov,Dec,Dec,Dec,Jan,Jan,Jan,Feb,Feb,Feb,Mar,Mar,Mar,Apr,Apr,Apr,May,May,May,Jun,Jun,Jun,Jul,Jul,Jul,Aug,Aug,Aug,Sep,Sep,Sep
1987,24,12,27,19,-20,-15,-17,-18,-11,-15,12,16,14,-15,-4,-9,27,41,30,16,34,28,32,55,46,41,48,43,45,52,48,46,66,55,34,50,43
1987,25,14,30,23,-26,-18,-22,-9,12,-2,10,18,14,-13,1,-4,25,36,30,25,43,34,41,57,48,39,54,46,41,61,50,45,57,52,34,46,41
1987,26,5,16,10,-26,-15,-20,-8,14,3,-6,18,10,-6,14,1,23,36,28,23,36,30,39,46,43,43,61,52,48,68,57,45,59,50,32,48,41
1987,27,12,28,19,-13,12,-2,-9,19,3,-26,-6,-15,-13,-4,-9,19,36,28,27,41,36,37,43,39,45,66,55,43,59,52,41,57,48,28,37,23
1987,28,21,30,25,-6,10,3,-13,-9,-11,-26,-18,-22,-17,-4,-9,21,37,28,32,46,39,32,54,48,50,77,66,41,59,48,28,46,41,27,41,32
1987,29,21,30,25,-15,10,-2,-11,-2,-9,-27,-22,-24,,,,23,34,30,34,52,43,43,57,52,57,64,61,41,48,45,21,34,27,32,48,36
1987,30,10,23,16,-13,9,-2,-11,-4,-8,-26,7,-17,,,,21,30,28,36,52,43,46,64,54,50,64,57,39,63,48,23,50,36,25,45,32
1987,31,12,27,19,,,,-9,-6,-8,7,25,18,,,,21,32,28,,,,43,59,54,,,,46,64,52,34,50,41,,,
1988,01,30,41,34,1,16,10,-11,-6,-9,23,30,27,5,10,9,21,32,27,3,16,9,25,39,32,37,55,45,46,57,54,48,64,57,32,52,41
1988,02,28,32,32,5,14,12,-13,-6,-9,19,27,23,-11,3,-4,21,37,28,-2,12,5,23,43,32,39,55,45,48,75,63,45,52,46,39,52,43
1988,03,27,34,30,5,14,10,-9,-2,-6,18,27,21,-15,-4,-8,23,32,28,-8,1,-4,25,46,34,37,57,48,52,61,55,46,50,48,39,48,43
1988,04,25,41,32,1,16,9,-17,3,-6,14,23,18,-8,1,-2,21,32,27,-11,5,-4,32,50,39,43,63,54,50,68,59,46,59,50,36,45,41
1988,05,23,32,25,0,16,5,5,12,9,14,25,19,0,12,5,18,34,25,-4,18,3,32,50,41,46,70,59,50,68,57,43,64,54,34,41,37
1988,06,25,39,30,5,16,9,1,14,7,19,25,21,10,18,12,18,32,23,-6,18,3,32,43,37,41,54,46,52,63,57,50,63,55,36,43,39
1988,07,28,43,32,7,18,14,9,18,12,21,28,25,7,14,10,23,34,27,0,27,10,34,41,36,39,52,45,48,54,52,46,54,48,34,54,45
1988,08,34,48,39,3,14,9,3,19,12,10,27,18,1,16,9,19,32,25,5,30,16,34,54,43,41,63,54,50,63,54,39,48,45,32,57,43
1988,09,30,41,36,-2,7,3,-2,12,5,7,23,14,-2,7,1,18,34,27,10,28,19,34,48,39,48,70,59,48,61,54,36,50,41,32,54,41
1988,10,32,39,36,-2,3,1,-8,5,0,1,12,7,-8,3,-2,27,39,32,14,34,25,34,55,45,50,72,61,48,64,55,37,63,50,32,55,45
1988,11,30,34,32,3,7,5,-8,3,-4,-9,7,0,-6,5,-2,25,36,32,21,43,32,41,66,52,50,63,55,50,64,55,41,50,46,32,43,37
1988,12,25,36,28,3,7,5,-11,3,-6,-11,5,-6,-8,3,-4,23,34,30,32,45,36,39,64,52,50,63,55,50,72,61,39,43,41,32,54,39
1988,13,23,36,30,3,9,5,-11,-4,-8,-4,5,0,-4,16,1,21,36,30,30,46,37,37,55,46,50,70,59,57,75,64,39,50,43,32,48,39
1988,14,27,43,32,0,3,1,-15,-8,-9,-8,12,-4,-4,14,5,10,25,14,28,43,34,36,46,41,52,73,59,54,73,64,39,50,45,30,50,39
1988,15,27,34,30,-2,10,3,-13,1,-6,-8,10,1,-8,3,-2,-4,14,5,27,41,32,37,46,41,50,72,59,52,70,61,45,59,50,30,52,41
1988,16,21,32,27,9,21,16,-13,9,-2,-8,0,-4,-11,0,-6,-13,-4,-8,32,43,37,32,39,36,43,55,46,50,70,61,48,72,61,37,55,45
1988,17,19,32,25,9,21,14,0,5,1,-9,-4,-8,-11,12,1,-15,-6,-9,28,43,36,30,46,37,43,61,52,54,68,61,55,75,64,37,50,43
1988,18,25,36,30,5,25,16,0,19,10,-17,-9,-13,-6,30,18,-8,0,-6,30,45,34,30,48,39,45,66,55,48,66,57,55,73,64,36,54,45
1988,19,23,32,28,10,25,19,21,30,27,-15,5,-6,12,32,28,-8,-2,-6,28,39,32,34,52,43,46,63,52,52,68,59,46,57,54,36,48,41
1988,20,18,30,23,0,14,5,9,25,16,-2,12,3,-26,12,-9,-13,1,-8,27,43,34,37,48,43,46,59,50,48,70,57,45,63,52,37,48,43
1988,21,18,32,27,-6,1,-2,-9,12,1,16,27,21,-27,12,-8,-13,14,0,30,48,37,36,48,39,41,52,46,43,59,50,39,61,50,32,39,36
1988,22,30,41,36,-4,0,-2,-13,12,0,7,25,16,-9,25,9,-8,12,3,27,45,32,36,57,46,43,59,50,41,54,45,41,50,45,30,36,32
1988,23,32,39,36,-8,0,-4,3,28,18,9,23,14,5,39,27,-6,14,3,34,48,39,39,54,45,41,59,50,39,61,48,39,52,43,30,36,32
1988,24,28,37,32,-11,-6,-8,25,34,28,1,19,12,21,37,30,-4,14,5,34,54,43,36,52,43,43,55,48,45,63,54,37,55,45,30,32,32
1988,25,23,32,28,-11,-2,-6,21,28,25,-13,1,-4,27,36,30,-2,14,5,32,43,37,37,55,45,43,64,52,45,64,54,41,63,50,23,32,30
1988,26,21,28,25,-4,18,3,-4,23,12,-17,-6,-11,21,30,27,0,16,9,30,52,39,41,61,50,46,66,52,43,63,50,50,63,57,25,34,28
1988,27,16,25,19,9,21,18,-9,3,-4,-20,-2,-13,14,23,19,-4,18,5,32,45,39,43,59,52,45,61,50,45,66,55,46,66,55,21,30,27
1988,28,10,18,12,-8,18,5,3,21,10,-6,9,3,19,32,27,1,23,10,27,39,32,46,55,52,45,66,54,46,72,55,45,61,50,19,34,28
1988,29,10,14,12,-8,12,-2,21,28,27,-4,12,5,21,32,27,3,19,10,28,50,37,45,52,46,61,72,66,46,66,54,45,61,52,30,45,36
1988,30,-4,7,1,-9,12,1,14,30,25,0,16,9,,,,5,25,14,28,48,37,37,52,45,55,70,63,45,57,50,41,52,46,28,54,39
1988,31,-2,9,1,,,,10,18,14,7,23,14,,,,3,27,14,,,,41,50,45,,,,46,61,52,36,52,43,,,
1989,01,27,50,37,3,14,10,-17,1,-9,12,18,16,-22,-8,-15,-6,18,10,9,32,19,34,48,41,41,63,50,54,66,59,50,63,54,32,61,46
1989,02,27,39,32,3,14,9,-17,1,-11,14,21,18,-11,1,-4,10,19,14,10,30,19,36,54,45,39,54,45,43,55,52,46,61,52,36,63,50
1989,03,30,54,37,-2,10,3,-18,1,-9,9,16,12,0,12,7,-13,19,1,10,32,21,32,41,34,36,59,48,37,68,54,46,59,52,34,59,45
1989,04,34,54,43,-8,5,-2,-8,0,-4,3,12,9,7,21,12,-17,-8,-11,10,25,21,32,48,37,45,66,55,50,75,64,45,55,48,32,61,45
1989,05,25,50,36,-4,1,-2,-2,23,12,-2,5,1,14,23,18,-22,-6,-17,9,19,14,30,41,36,48,61,54,55,72,63,46,59,50,36,55,45
1989,06,18,34,27,-4,1,0,-9,-2,-8,5,14,10,19,32,27,-20,3,-11,14,27,19,25,39,32,41,50,45,50,72,61,52,72,61,34,55,45
1989,07,14,32,18,-2,3,0,-11,-6,-9,10,21,14,16,32,25,-18,3,-11,12,30,21,32,46,37,41,50,45,57,75,66,54,72,63,32,64,46
1989,08,14,27,16,-4,5,0,99,99,99,1,23,10,16,28,23,-15,3,-8,18,39,28,32,48,39,37,59,48,54,77,66,46,68,57,36,72,50
1989,09,16,23,21,-2,14,5,-9,1,-6,0,12,5,25,30,28,-18,-6,-13,27,43,32,34,43,37,43,61,52,59,79,68,48,66,57,37,68,50
1989,10,10,21,16,1,9,5,0,14,5,-4,14,3,23,28,25,-4,30,10,25,41,32,23,36,32,45,63,54,54,75,64,48,68,57,36,66,48
1989,11,9,27,14,0,7,3,14,28,21,-4,18,7,23,32,27,-2,45,21,28,41,32,21,32,25,39,61,50,50,70,59,48,68,57,32,54,41
1989,12,5,12,9,-9,1,-2,23,30,27,18,28,23,25,27,27,5,46,21,28,41,32,18,30,23,41,55,48,48,68,59,46,70,57,30,54,39
1989,13,9,16,10,-11,-6,-9,27,32,30,-13,19,0,25,28,27,,,,,,,27,41,34,39,63,52,55,73,63,46,73,61,32,41,36
1989,14,5,16,9,-15,-11,-13,-2,28,16,-17,-11,-15,21,32,27,25,46,32,27,45,36,30,46,36,45,66,55,52,73,61,45,52,46,32,37,36
1989,15,3,16,7,-15,-4,-8,-9,12,0,-17,-11,-13,21,32,28,25,46,32,30,45,37,34,45,37,41,52,46,54,73,64,41,54,45,32,43,39
1989,16,1,18,7,-8,0,-4,10,28,21,-18,-13,-17,21,32,23,18,36,27,30,48,37,30,37,34,37,55,45,50,61,55,39,61,50,23,45,34
1989,17,3,14,10,-11,-8,-9,23,28,27,-24,-13,-20,16,30,21,9,21,14,32,43,36,30,48,39,39,59,50,39,54,48,46,66,55,23,43,32
1989,18,14,23,16,-9,0,-4,27,39,32,-31,-24,-27,23,43,28,-4,9,3,27,45,34,36,52,45,41,54,46,37,50,41,50,66,57,19,39,30
1989,19,3,16,10,-6,14,3,16,30,23,-33,-29,-31,18,36,27,-9,1,-4,27,39,32,34,50,41,41,54,45,39,66,52,50,70,57,27,36,32
1989,20,-4,12,3,5,14,10,16,21,18,-31,-22,-26,12,32,25,-6,9,0,21,32,28,36,55,45,41,63,52,50,57,52,48,59,52,21,30,27
1989,21,1,18,9,-2,9,3,14,21,19,-31,-27,-29,12,30,19,-4,12,1,21,32,28,36,55,45,48,70,57,46,55,52,39,48,45,19,37,30
1989,22,0,14,5,-4,9,0,14,19,16,-31,-24,-27,21,30,27,-4,9,1,23,32,28,32,57,45,50,70,59,45,55,50,37,57,46,23,50,36
1989,23,-2,9,3,-9,-2,-6,9,18,12,-24,-18,-22,-2,28,16,-2,14,5,21,45,32,30,34,32,50,66,57,43,63,50,39,64,50,23,54,39
1989,24,1,9,5,-9,-4,-6,5,9,7,-26,-15,-20,-6,9,0,3,23,12,27,45,36,32,43,36,46,63,54,45,63,50,46,66,55,34,52,45
1989,25,0,9,3,-11,-6,-9,1,7,3,-26,-15,-22,1,28,14,3,19,14,32,46,41,36,54,41,45,54,46,45,54,48,43,63,52,30,50,39
1989,26,0,9,3,-11,-6,-9,-4,5,0,-35,-18,-26,14,32,25,0,19,9,36,50,41,37,57,45,45,50,46,45,61,52,48,64,55,30,50,39
1989,27,-2,7,0,-15,-9,-13,3,18,12,-42,-33,-36,0,14,9,-6,3,0,36,50,43,41,63,52,43,63,52,43,52,46,52,61,57,27,45,37
1989,28,-6,3,0,-17,-6,-13,9,18,14,-42,-36,-40,-6,10,0,-9,9,0,36,52,39,41,63,52,48,54,52,41,55,46,50,66,55,27,48,37
1989,29,1,12,5,-15,-4,-9,9,19,14,-44,-40,-44,,,,-9,9,-2,36,52,43,43,66,54,48,63,54,41,70,55,50,64,55,23,50,36
1989,30,3,16,9,-6,9,0,16,21,18,-45,-33,-40,,,,-6,14,3,32,46,41,43,64,52,50,68,59,52,73,61,34,55,43,,,
1989,31,5,12,9,,,,18,19,18,-27,-18,-24,,,,0,27,12,,,,46,64,54,,,,52,66,59,32,61,45,,,
1990,01,,,,,,,,,,,,,,,,,,,,,,30,48,36,50,72,61,55,79,66,36,68,52,34,50,41
1990,02,,,,,,,,,,,,,,,,,,,21,39,32,30,45,37,48,70,59,54,79,66,39,70,54,34,45,39
1990,03,,,,,,,,,,,,,,,,,,,27,39,32,32,41,36,50,61,54,59,81,70,36,68,52,36,43,39
1990,04,,,,,,,,,,,,,,,,,,,21,39,30,30,39,32,45,63,54,63,77,68,34,66,50,36,43,37
1990,05,,,,,,,,,,,,,,,,,,,19,41,28,28,41,34,39,55,46,54,79,63,46,61,54,34,43,37
1990,06,,,,,,,,,,,,,,,,,,,19,41,30,32,50,39,39,54,46,48,70,57,43,55,50,27,43,32
1990,07,,,,,,,,,,,,,,,,,,,21,48,34,37,52,43,37,55,46,46,64,54,41,64,52,27,46,34
1990,08,,,,,,,,,,,,,,,,,,,27,48,37,39,55,45,34,59,43,45,63,52,50,66,57,30,36,32
1990,09,,,,,,,,,,,,,,,,,,,27,34,30,41,54,46,39,59,48,45,63,48,48,63,55,30,46,37
1990,10,,,,,,,,,,,,,,,,,,,21,32,27,41,54,48,43,63,52,41,48,43,52,73,61,27,41,32
1990,11,,,,,,,,,,,,,,,,,,,19,41,30,41,57,48,46,61,54,41,45,43,55,79,66,32,54,41
1990,12,,,,,,,,,,,,,,,,,,,19,41,32,39,50,43,45,66,54,43,57,48,61,82,70,43,55,46
1990,13,,,,,,,,,,,,,,,,,,,25,45,32,37,50,43,43,52,46,43,64,55,57,82,70,37,50,45
1990,14,,,,,,,,,,,,,,,,,,,25,46,34,37,55,46,41,55,46,46,66,55,54,70,59,32,41,36
1990,15,,,,,,,,,,,,,,,,,,,27,50,37,41,59,50,41,57,50,48,66,57,50,73,61,30,48,39
1990,16,,,,,,,,,,,,,,,,,,,30,45,37,45,63,52,41,59,48,52,68,61,52,64,57,39,48,43
1990,17,,,,,,,,,,,,,,,,,,,32,41,34,45,66,55,41,57,50,52,70,63,50,63,54,37,54,43
1990,18,,,,,,,,,,,,,,,,,,,27,36,32,48,64,55,43,61,50,55,75,66,45,54,50,36,50,43
1990,19,,,,,,,,,,,,,,,,,,,21,32,27,45,63,52,45,59,52,61,75,66,41,54,46,43,54,46
1990,20,,,,,,,,,,,,,,,,,,,19,41,28,32,45,37,43,55,48,59,77,68,41,50,45,36,52,43
1990,21,,,,,,,,,,,,,,,,,,,25,41,32,30,46,36,41,63,52,55,73,64,43,63,50,32,39,36
1990,22,,,,,,,,,,,,,,,,,,,30,39,32,34,54,43,43,50,46,55,75,64,46,55,48,32,37,32
1990,23,,,,,,,,,,,,,,,,,,,27,36,32,37,59,48,41,64,54,52,66,61,39,48,43,21,32,30
1990,24,,,,,,,,,,,,,,,,,,,21,46,32,43,68,55,48,73,61,48,54,50,37,57,45,21,32,27
1990,25,,,,,,,,,,,,,,,,,,,28,37,32,52,70,59,54,70,61,45,50,46,43,54,48,25,39,32
1990,26,,,,,,,,,,,,,,,,,,,27,36,32,52,68,59,54,70,61,43,64,50,37,46,41,32,41,36
1990,27,,,,,,,,,,,,,,,,,,,27,34,30,50,72,61,48,63,55,43,64,52,37,43,41,28,46,34
1990,28,,,,,,,,,,,,,,,,,36,25,18,41,32,52,68,61,46,68,59,45,63,52,36,41,37,28,37,32
1990,29,,,,,,,,,,,,,,,,27,37,30,28,41,32,45,59,50,52,73,63,43,57,48,39,45,41,23,34,30
1990,30,,,,,,,,,,,,,,,,21,37,30,30,45,34,48,68,59,54,77,66,43,57,46,36,41,39,18,23,21
1990,31,,,,,,,,,,,,,,,,,,,,,,54,73,64,,,,34,64,50,34,48,41,,,
1991,01,19,25,21,1,14,9,,,,,,,-26,,-20,18,32,23,14,32,23,32,48,39,39,61,50,45,70,59,41,63,48,41,63,50
1991,02,16,23,19,,,,-24,,,,,,-24,,0,12,28,18,12,34,23,36,52,41,41,57,48,45,54,48,39,57,50,43,63,52
1991,03,16,32,23,19,,,-27,,,,,,-15,7,-2,9,21,12,16,34,23,36,54,45,45,64,55,45,48,46,41,54,45,45,61,54
1991,04,16,32,23,16,25,19,-18,,,,,,-22,,,7,21,10,18,36,27,41,61,50,43,63,52,43,55,46,45,54,48,41,63,43
1991,05,27,39,32,-2,,,-15,,,,,,-29,,,10,28,14,14,36,23,45,61,52,45,63,57,46,66,55,41,43,41,43,46,45
1991,06,27,43,34,,,,,,,5,12,10,-35,,,3,30,16,23,37,32,46,55,50,48,55,52,52,70,63,41,46,43,28,45,34
1991,07,27,34,30,,,,,,,1,5,3,-27,,-11,0,21,12,19,41,30,34,63,46,36,54,45,45,54,50,43,52,46,32,50,39
1991,08,23,30,28,,,,,,,-9,3,0,-9,,,-11,10,0,21,43,32,39,57,48,36,48,41,34,52,41,39,55,46,36,55,41
1991,09,23,34,28,,,,,,,-15,,30,,,,-24,14,-4,19,41,30,32,52,37,27,48,32,32,45,39,52,57,55,36,54,45
1991,10,28,34,32,,,,,,,-18,28,-13,,,,-22,3,-9,19,36,27,36,45,41,39,59,46,39,52,46,55,64,61,41,46,43
1991,11,16,28,23,,,,,,,-22,-17,-18,,,,-26,14,-6,18,34,25,30,50,37,45,64,54,39,61,46,52,59,55,37,52,43
1991,12,12,30,16,,,,,,,,,,18,,,0,18,9,19,36,28,34,52,43,41,63,52,43,57,50,50,61,57,34,50,39
1991,13,10,39,16,,,,-13,,,,,,16,,,-9,30,16,28,46,34,36,54,41,43,68,54,43,63,54,48,59,52,41,55,50
1991,14,9,14,12,,,,-9,,,-31,,7,9,,,-26,14,-6,30,41,36,46,54,50,50,64,57,48,63,55,46,61,54,41,59,48
1991,15,7,12,9,,,,-24,,,-20,,,5,,,-33,18,-8,28,43,34,34,54,43,43,55,50,50,57,54,45,61,48,48,55,52
1991,16,7,27,16,,,,-9,,,-11,,,-6,,,-33,21,-6,32,41,37,36,48,43,50,66,57,41,54,46,48,66,54,43,57,48
1991,17,16,28,21,,,,-4,,,9,,,-17,,1,10,41,30,28,41,34,36,54,45,41,68,54,41,55,48,41,66,45,36,52,43
1991,18,14,32,25,,,,16,,,18,,,-22,,,3,21,12,28,43,36,34,50,43,46,70,59,39,57,48,36,54,43,39,52,46
1991,19,21,34,27,,,,,,,27,,,-22,,1,-4,12,3,34,45,37,41,50,46,52,79,64,41,61,50,37,57,45,32,46,39
1991,20,12,25,19,,,,,,,16,27,19,-20,,25,0,27,12,32,45,41,39,55,46,61,86,72,48,57,52,39,59,48,36,48,43
1991,21,7,25,16,,,,10,,,25,28,27,-20,,-4,5,25,14,34,48,39,37,59,48,63,90,77,54,66,61,41,59,46,32,50,39
1991,22,9,16,12,,,,1,,,23,27,25,-2,,32,12,27,16,34,48,43,43,63,52,63,82,72,61,72,66,37,45,41,37,52,43
1991,23,5,19,12,,,,,,,21,27,23,27,36,32,23,30,27,34,50,41,45,63,54,54,81,66,45,59,50,32,45,39,37,52,43
1991,24,10,18,12,-2,,,,,,25,34,32,28,34,32,23,30,28,32,50,43,43,63,48,55,81,68,45,46,46,28,45,34,32,50,43
1991,25,9,14,10,10,,,-13,,,10,32,23,28,36,30,16,30,21,39,55,46,43,59,52,57,81,68,46,61,50,27,39,32,32,43,36
1991,26,5,12,10,1,,,3,,,7,,,12,30,19,,,,32,50,37,54,63,55,55,81,68,48,63,54,27,39,32,34,41,37
1991,27,10,12,10,,,,,,,,,,12,30,19,30,32,32,28,46,36,41,61,50,55,75,64,48,63,54,28,45,34,32,45,36
1991,28,10,14,12,-20,,,,,,-18,,,10,30,19,21,30,25,32,50,43,48,57,52,54,81,68,45,54,50,32,46,37,32,45,36
1991,29,5,12,7,,,,-8,,,-20,-11,-18,,,,16,21,19,36,48,41,39,55,45,54,82,68,43,63,50,34,50,39,36,48,39
1991,30,7,12,10,-11,,,,,,-20,,27,,,,9,25,18,32,50,39,46,52,50,46,73,59,48,64,55,32,59,41,32,43,37
1991,31,9,12,18,,,,-6,7,,-26,,28,,,,10,32,19,,,,41,75,55,,,,54,61,57,39,57,46,,,
1992,01,36,45,41,7,18,14,-8,-2,-4,14,23,18,-15,-4,-11,-26,-4,-15,3,23,12,9,25,16,43,48,45,59,77,68,50,66,57,34,48,39
1992,02,32,48,37,7,21,14,-9,-2,-6,9,14,10,-18,-9,-15,-22,-4,-13,0,23,12,7,27,14,41,59,48,57,77,66,48,64,55,36,46,39
1992,03,32,39,37,1,10,5,-11,-9,-9,7,10,9,-15,1,-8,-22,-4,-13,3,21,12,5,23,14,41,59,48,50,68,61,48,68,59,34,54,43
1992,04,32,32,32,5,23,14,-11,-8,-9,7,12,9,-9,3,-6,-22,-8,-15,3,21,14,5,32,21,39,52,45,46,66,57,55,73,63,37,55,45
1992,05,25,32,28,14,23,19,-11,-8,-9,9,14,10,-11,-11,-11,-17,0,-8,12,25,21,27,39,32,32,54,45,45,64,55,50,68,59,39,55,45
1992,06,23,28,27,1,12,9,-9,-4,-6,14,19,16,-6,1,-2,-11,21,7,7,18,14,27,41,34,37,52,46,50,63,55,46,57,50,34,50,41
1992,07,18,32,23,5,18,12,-6,-2,-4,16,27,21,-9,9,-2,12,32,23,16,25,21,27,36,32,36,61,52,48,66,57,45,52,48,32,50,39
1992,08,19,27,21,-4,12,5,-9,-2,-6,14,19,16,5,23,16,23,36,32,21,25,23,23,32,28,45,63,55,50,64,57,43,46,45,25,32,30
1992,09,16,28,19,0,3,1,-9,-4,-8,5,16,9,3,19,12,28,41,34,1,23,14,19,32,27,50,64,59,52,70,59,43,66,57,16,27,23
1992,10,14,28,21,-2,1,0,0,3,1,3,9,5,0,10,5,28,43,32,-9,21,5,21,34,28,57,75,68,52,66,57,50,63,55,19,30,25
1992,11,12,30,19,-6,0,-4,0,7,3,1,10,5,-2,7,1,25,37,30,-13,16,1,28,32,32,61,77,72,50,64,54,46,59,54,19,28,25
1992,12,16,30,21,-8,0,-6,-11,3,-4,1,12,7,1,7,3,16,28,23,-8,14,3,25,32,28,55,72,66,43,55,50,43,57,48,21,28,27
1992,13,16,27,21,-6,5,0,19,23,21,-4,14,5,-4,3,0,16,28,18,5,28,16,23,37,30,52,72,59,39,68,54,43,55,48,19,27,25
1992,14,16,19,16,-9,-2,-8,5,21,14,-8,-4,-8,-17,9,-6,16,28,18,12,36,27,18,30,23,46,55,50,52,68,59,39,57,48,16,27,19
1992,15,12,23,16,-9,-8,-9,9,23,14,-9,7,-4,-17,-13,-15,18,36,27,25,41,32,18,28,21,45,52,48,50,68,61,39,57,48,12,32,21
1992,16,9,21,14,-13,-8,-11,1,19,5,7,32,23,-17,-13,-15,19,37,27,25,39,32,21,30,27,43,52,46,50,70,61,36,45,39,18,28,23
1992,17,10,21,14,-11,-2,-8,-2,5,1,16,27,21,-17,-13,-15,18,34,25,23,41,30,28,32,30,41,64,54,50,68,57,36,46,39,18,23,21
1992,18,27,34,30,-4,12,1,-15,0,-6,5,10,7,-15,-2,-8,23,37,30,25,37,32,30,36,32,45,64,55,48,59,54,37,55,45,16,25,19
1992,19,10,16,12,-6,-4,-6,-15,-6,-9,-8,0,-6,-17,0,-8,23,37,28,25,37,32,32,43,36,46,68,55,43,57,50,43,63,54,14,23,18
1992,20,10,23,16,-6,-2,-4,-24,-6,-15,-9,-4,-6,-15,-4,-6,19,34,27,28,36,32,32,46,39,46,68,55,43,63,54,46,63,52,10,19,14
1992,21,23,27,25,-8,-2,-6,-11,-4,-8,-13,-6,-8,-11,0,-6,18,34,25,27,41,34,37,48,43,41,52,45,50,64,54,46,64,54,9,18,12
1992,22,21,23,21,-8,0,-4,16,21,19,-22,-6,-13,-4,14,1,19,32,27,27,43,32,36,55,48,39,61,50,52,66,59,46,66,54,5,18,10
1992,23,16,19,18,-6,-6,-6,16,19,18,-24,-4,-13,-4,16,3,23,37,30,25,37,32,43,63,52,45,64,55,52,61,57,45,68,55,5,23,14
1992,24,19,23,21,-8,-4,-6,16,25,19,-9,0,-6,-6,10,1,27,39,32,23,39,30,50,63,57,45,64,52,48,66,55,41,57,50,12,23,18
1992,25,16,21,18,-9,-6,-8,9,18,14,-9,-4,-8,3,19,10,23,36,28,23,37,28,43,61,52,50,64,59,50,61,55,37,46,41,9,23,16
1992,26,10,23,14,-9,-8,-9,21,27,25,-15,-13,-15,10,32,27,14,25,18,12,27,21,45,57,50,54,70,64,50,61,54,37,43,41,12,27,18
1992,27,14,21,16,1,16,9,5,27,16,-11,-9,-11,5,37,18,12,28,18,9,32,19,43,57,50,54,82,70,50,64,59,36,52,41,10,25,16
1992,28,21,28,25,10,27,19,-2,7,1,-17,-13,-15,-2,14,9,10,28,19,19,32,27,43,59,52,61,86,73,46,54,50,36,54,43,9,16,10
1992,29,18,23,21,10,19,14,3,14,7,-17,-11,-15,-24,1,-13,9,27,16,19,34,27,45,59,50,48,59,52,45,64,52,37,59,48,7,19,12
1992,30,9,18,14,3,7,5,19,25,21,-18,-17,-17,,,,9,30,19,12,30,23,48,59,54,46,66,55,48,59,54,36,43,39,16,32,25
1992,31,12,19,16,,,,16,23,19,-18,0,-9,,,,10,30,19,,,,45,57,50,,,,50,70,61,34,45,37,,,
1993,01,19,37,28,-6,14,1,18,34,28,0,16,9,-36,-27,-33,12,32,21,25,39,30,30,43,36,54,70,63,52,70,61,48,55,52,37,45,41
1993,02,16,32,23,14,25,19,0,14,9,-8,7,-2,-35,-24,-31,9,21,16,23,39,30,28,43,34,55,73,66,52,68,61,41,57,50,41,52,46
1993,03,16,23,19,18,25,21,-8,5,-4,7,23,16,-26,-22,-24,5,21,14,21,39,32,28,37,32,57,75,66,46,63,52,41,63,52,41,46,43
1993,04,14,30,23,19,28,23,3,12,9,21,28,25,-17,18,1,9,25,18,19,37,28,28,45,36,55,75,64,46,61,54,43,46,45,41,61,52
1993,05,27,46,37,14,27,21,-2,9,3,25,27,25,-13,27,7,10,28,19,25,39,30,28,46,36,45,59,52,41,50,45,43,46,45,48,63,55
1993,06,28,39,34,10,14,12,-4,7,1,19,25,21,-13,12,-2,5,12,9,23,39,30,32,43,36,43,54,48,41,55,46,41,57,50,34,57,46
1993,07,25,30,28,9,30,18,-8,0,-4,21,27,25,10,21,18,12,21,18,21,32,27,32,43,37,39,57,46,43,59,50,37,55,46,32,55,43
